method,best_estimator,cv_mae,subset,N,MAE,RMSE,MedianAbsErr,Bias,MedianBias,Frac(<10%),Frac(<20%),Corr
Hybrid-QPResidual,RandomForestRegressor,1.4064288061024497,val,90,1.6865147569367287,2.966104771158553,0.4536342543346965,-0.29581567377262796,-0.0998337482927969,0.7444444444444445,0.8888888888888888,0.9587913460131098
