epoch,train_loss,train_mae,val_loss,val_mae
1,1.2876791725459609,13.751889904725898,0.5217295264204344,11.521196444829306
2,0.4455637068044647,8.937873273219877,0.42885681862632435,9.497336665789286
3,0.44762687708784654,8.700545195236947,0.46514738832289976,9.183222850163778
4,0.4476145925814087,8.44054655889863,0.47534065631528694,9.113540252049765
5,0.4037405334376884,8.582990609326409,0.4159975852817297,9.399669647216797
6,0.41119153955860915,8.565561907962689,0.4343967102468014,9.338703076044718
7,0.41299460799369997,8.76526327040589,0.44108391863604385,9.527893424034119
8,0.40371672702428785,8.616205717753438,0.472496868421634,9.504236102104187
9,0.4081557926369234,8.618442058563232,0.41329415204624337,9.652202645937601
10,0.41165617007075006,8.702292884437783,0.4488140847533941,9.509718696276346
11,0.3986393712569498,8.727239907366558,0.4288948013757666,9.373871564865112
12,0.4292753542077194,8.592020898189359,0.42227229041357833,9.652822454770407
13,0.393555883806452,8.428782805655766,0.43641093590607244,9.498486042022705
14,0.3826216538481921,8.601518165718005,0.4290423359101017,9.554087281227112
15,0.3930288525207818,8.48813823820318,0.4032677635550499,9.798316796620687
16,0.37212093279344366,8.458681576460311,0.4267434395539264,9.52040433883667
17,0.3999425727982544,8.31910999538829,0.41057064322133857,9.755884607632956
18,0.38915265559499124,8.553184523165804,0.45485246895502013,9.130549192428589
19,0.39578041302275313,8.551086249860745,0.4089421136304736,9.430256485939026
20,0.3974332352105564,8.672032184971188,0.3962442421664794,9.469048182169596
21,0.3620860668496021,8.453728624917929,0.5116812965522209,9.014346361160278
22,0.3870230925820985,8.340139726990635,0.3987313012282054,9.82099703947703
23,0.40436360069089433,8.492938592595962,0.40921203916271526,9.299174825350443
24,0.3853433074845562,8.560850233707614,0.3990305494517088,9.312033891677856
25,0.3827166952265119,8.267862588456534,0.4098574500530958,9.40531305472056
26,0.3804280739096762,8.445601833676829,0.38122192211449146,9.553329229354858
27,0.38848810244206955,8.443257468418011,0.49442117599149543,9.254643281300863
28,0.367401581989981,8.34812945995516,0.48012566069761914,9.174173514048258
29,0.36614476312494393,8.264219302575565,0.3947118604555726,9.802331606547037
30,0.34921616974096853,8.400345459725093,0.3975229974215229,9.4929918050766
31,0.34901260090901437,8.14107768743941,0.46571934844056767,9.323324044545492
32,0.366387114163886,8.432243909650635,0.3721041784932216,9.698271870613098
33,0.3606538830270756,8.397376497972358,0.39196729427203536,9.990691304206848
34,0.33941514597464245,8.309600475922371,0.39080507882560295,9.849498192469278
35,0.34382549845116234,8.186308657081382,0.4262212021276355,9.606492320696512
36,0.33659075922106657,7.933955643940898,0.4136539300282796,9.808139443397522
37,0.3579266091573586,8.244587921401829,0.3971985395376881,9.837877670923868
38,0.3400435861091591,8.283278243055621,0.4334575484196345,9.608293255170187
39,0.3265731164878144,8.315714641682153,0.40225005832811195,9.656696915626526
40,0.32959358068635164,8.211670053815379,0.421959117675821,9.637094974517822
41,0.3165428289980854,8.14558634943175,0.39404250976319116,9.949713706970215
42,0.3392461142276676,8.253418903906368,0.5659995200112462,9.383759379386902
43,0.3669583344994818,8.182545189718597,0.40582677799587447,10.102993766466776
44,0.34146273027635315,8.099419515109757,0.42150604476531345,9.649296522140503
