kic,prot,teff
6691605,3.607,6361
6691648,36.488,4642
6691930,13.244,5348
6691942,32.844,5016
6692180,5.421,5036
6692266,10.609,5175
6692424,7.455,5855
6692732,3.769,6323
6692754,8.911,5284
6692779,23.161,5514
6692839,26.618,5197
6692940,11.545,6076
6692946,18.543,5310
6692972,7.91,5758
6693011,14.091,6072
6693131,21.071,5631
6693212,7.103,6262
6693439,20.92,4947
6693553,24.304,5063
6693851,19.75,5923
6694000,6.187,5998
6694043,22.888,5462
6694049,2.354,6225
6694219,22.549,5472
6694227,17.046,5111
6694306,11.822,5498
6694396,8.252,5662
6694575,17.489,5971
6694694,19.732,5431
6694755,20.921,4998
6695363,36.27,4414
6695752,12.986,6150
6695801,9.906,5971
6695918,7.501,5605
6696265,12.238,5178
6696289,27.499,5458
6696360,18.925,5772
6696576,22.623,5713
6696809,17.535,6173
6696862,15.48,5394
6697041,15.386,5204
6697126,15.059,5381
6697690,11.243,5233
6697831,5.456,5895
6697866,28.502,5174
6698198,3.171,6311
6698214,12.513,5332
6698276,25.61,5101
6699025,10.627,5977
6699346,1.338,6461
6699374,18.507,5549
6699441,1.935,6279
6699514,11.562,5762
6699598,16.711,5966
6699642,6.621,5942
6699759,16.725,5871
6700200,3.701,5779
6700289,28.576,5379
6700378,9.357,6075
6700484,29.885,4429
6700773,23.393,5310
6700841,23.632,5734
6700870,1.185,6217
6700976,22.53,5574
6701046,17.518,5812
6701414,5.805,5552
6701699,26.214,5295
6701770,5.966,6266
6701811,0.222,5501
6704889,1.347,5553
6705003,8.955,6000
6705164,24.592,5044
6705181,4.302,5634
6705286,7.72,6070
6705313,12.382,5024
6705373,22.06,5331
6705508,8.968,5906
6705533,28.852,5082
6705688,21.352,5799
6705706,14.934,5710
6705735,3.432,5514
6705739,3.431,4671
6705821,5.48,5720
6706000,0.967,6286
6706050,7.352,5835
6706375,36.159,4429
6706543,2.768,6270
6706752,4.318,6301
6706901,53.511,4614
6706982,1.76,6234
6707096,13.169,5504
6707179,13.83,5945
6707390,13.05,5008
6707414,15.029,5135
6707552,10.056,5424
6707742,35.871,4992
6708043,22.523,5823
6708110,12.603,5654
6708193,1.418,6376
6714398,15.784,5004
6714721,18.461,5049
6715205,16.557,4632
6715283,32.418,5158
6715577,5.111,5770
6715677,35.749,5074
6715866,25.779,5403
6715926,11.183,4790
6716115,5.136,6117
6716804,33.062,5044
6716981,17.659,5607
6717185,1.584,5850
6717248,23.462,4816
6717567,10.467,5421
6717610,11.411,5443
6717631,7.137,5346
6718300,0.603,5968
6719129,17.929,5455
6719243,16.398,5314
6719464,5.729,4841
6719944,10.476,4529
6720029,14.885,5202
6720160,17.792,5764
6720359,15.651,5347
6720541,3.363,5787
6720879,14.282,4860
6721044,3.764,5347
6721391,14.496,5403
6721401,30.981,4423
6721523,2.608,6465
6721586,14.56,5321
6721633,1.338,6189
6751242,11.103,5033
6751266,16.794,5408
6751295,12.927,5401
6751337,13.218,6496
6751784,27.327,5003
6751950,25.537,5142
6752030,19.368,5080
6752672,18.012,5199
6752730,1.215,4590
6752762,41.7,4410
6755882,1.232,5071
6756044,9.121,5297
6756111,5.603,5676
6757075,7.541,4969
6757116,23.541,5640
6757511,1.32,6277
6757637,12.108,5274
6757959,39.778,4514
6758022,59.597,5109
6758063,33.276,4871
6758083,28.025,5157
6758178,12.644,5884
6758184,28.352,5151
6758733,16.235,5750
6759089,10.288,6062
6761498,7.214,5392
6761569,11.769,6007
6761792,13.234,5644
6762058,0.311,4812
6762583,29.128,5297
6762592,12.49,4888
6762594,24.306,5462
6762624,29.985,5271
6763155,35.491,5140
6763358,7.198,5504
6763400,14.109,4935
6763402,27.289,5079
6763616,32.99,4646
6763970,15.081,5813
6763988,24.311,4874
6764302,19.564,4649
6764335,23.408,5593
6764347,21.146,5301
6764479,31.582,5314
6764530,4.483,5883
6764598,25.959,5433
6764843,39.152,4558
6764928,28.903,5292
6764934,3.264,5954
6764977,16.388,5410
6765121,23.787,5537
6765310,21.239,4993
6765508,9.001,5945
6766182,18.485,5525
6766298,14.489,4947
6766578,35.502,4987
6766615,8.821,6007
6766964,2.37,6440
6767100,21.956,5574
6767241,19.3,6060
6767651,21.629,5530
6767897,19.704,5423
6767913,10.079,4881
6767962,16.729,5357
6768085,20.293,5454
6768125,6.197,6366
6768341,24.8,4816
6773823,29.384,5077
6774015,2.834,6156
6774059,11.504,5270
6774408,10.728,5703
6774679,1.471,4780
6774920,15.981,5232
6774948,27.929,5125
6775148,24.49,5135
6775171,6.548,5090
6776072,20.31,5825
6776600,13.705,5930
6776613,23.474,4577
6776746,20.126,5671
6777146,7.342,5865
6777171,15.929,5211
6777191,8.561,6116
6777679,3.368,6000
6777707,8.265,6229
6777781,19.53,4416
6777853,12.674,5241
6777953,18.121,5834
6777975,4.637,6066
6778099,12.186,5286
6778113,0.974,5867
6778739,17.505,5467
6778848,7.908,6269
6779003,11.532,5850
6779113,18.557,4956
6779115,32.88,6249
6779279,19.836,6300
6779538,20.063,5482
6779613,0.768,5513
6779680,18.686,4778
6779966,7.607,5493
6780052,3.157,5075
6780263,19.962,5680
6780790,9.152,6373
6780796,20.173,5457
6780893,4.744,5274
6780922,23.443,5376
6781110,5.566,4916
6781315,20.583,5524
6781352,6.371,6224
6781383,5.64,5610
6782111,7.888,5693
6782383,26.912,5280
6782515,6.876,5769
6782577,8.954,4661
6782589,11.159,4818
6782944,9.675,6193
6782960,3.986,6032
6782983,1.748,6233
6783075,4.975,5816
6783373,10.189,5547
6783395,28.515,5296
6783662,3.269,6240
6783673,29.323,5191
6783681,20.898,5218
6784274,2.883,5450
6784466,16.722,5456
6784587,3.479,6084
6784590,3.723,6051
6784787,27.187,4907
6784811,25.632,5589
6784857,12.295,6029
6784873,15.36,5355
6784907,17.224,5579
6785304,14.102,5596
6785377,22.386,5665
6785604,30.742,4779
6785683,15.49,6338
6785813,21.645,5509
6785922,7.101,4940
6785967,23.87,6439
6786006,17.064,5305
6786267,5.787,5841
6786275,9.087,5408
6786431,17.553,5549
6786443,22.168,5141
6790055,5.282,6347
6790080,27.963,5079
6790250,6.54,5942
6790311,16.5,5883
6790374,2.543,6276
6790378,17.624,5424
6790426,9.332,5559
6790796,33.301,4894
6790798,21.536,5109
6790961,2.237,6140
6791060,0.347,6368
6791165,11.822,6015
6791620,31.479,5101
6791755,16.947,5758
6792124,15.319,5946
6792235,3.647,6064
6792245,6.425,5152
6792259,25.861,4664
6792545,19.119,5120
6792745,25.392,4964
6792806,16.086,5659
6793728,6.18,5610
6793755,26.101,4949
6793830,13.41,5361
6793873,30.988,5215
6793927,14.118,5703
6794070,16.205,5686
6794119,6.937,6258
6794489,24.489,4824
6794614,34.644,4819
6794650,1.812,5220
6794999,30.619,4666
6801115,0.411,6130
6801278,21.307,5283
6801296,22.621,4612
6801566,1.478,6425
6801575,11.912,5930
6801692,19.428,4869
6801698,26.822,5154
6802602,4.508,5936
6802926,11.411,5395
6803358,10.067,5496
6803487,16.599,6058
6803724,12.212,4975
6803898,6.328,5931
6803967,10.735,6133
6804013,19.347,4411
6804152,16.489,5565
6804602,30.848,5061
6804729,23.448,5384
6804793,14.961,5623
6805252,9.604,5720
6805922,3.621,6201
6806658,11.885,5731
6806738,15.606,5376
6836201,20.116,4527
6836342,20.965,4741
6836470,22.86,5547
6836589,0.733,5409
6836658,0.27,5650
6836871,13.841,5288
6836955,26.354,5344
6837029,5.977,5943
6837050,25.395,5237
6837150,27.017,5241
6837270,11.269,4806
6837566,2.645,6418
6837709,5.087,5863
6837969,39.127,5001
6838367,23.4,5654
6838446,13.103,5716
6838659,1.058,5281
6838894,20.466,5644
6838978,1.11,6150
6841465,13.513,5809
6841854,14.532,5806
6842564,15.4,5364
6842569,8.35,4983
6842578,23.021,5435
6842620,24.617,4817
6842697,26.431,5152
6843054,34.392,5263
6843123,19.599,5134
6843327,25.788,5736
6843426,25.238,5384
6843454,20.221,5064
6843500,10.764,5544
6843676,8.859,6216
6843826,13.464,5810
6844066,22.264,5901
6844087,30.889,5502
6844101,2.528,5317
6844205,35.83,5076
6844298,16.337,5693
6844372,6.523,6068
6846224,17.594,5380
6846383,25.484,5031
6846385,9.437,5897
6846443,19.444,5082
6846460,19.274,5400
6846550,27.78,5330
6846583,17.91,5082
6847094,23.533,5391
6848271,15.31,5739
6848592,1.653,5378
6848654,18.921,5488
6849002,1.4,5336
6849086,18.754,5661
6849095,29.455,5196
6849658,17.223,5325
6849816,29.693,4946
6849821,16.812,4635
6849840,25.9,5068
6849873,2.259,6215
6850310,12.679,5666
6850360,22.036,5182
6850802,19.302,5162
6851234,22.14,5145
6851603,19.589,4810
6851647,14.293,6037
6851708,10.385,5336
6851733,26.639,4896
6851890,25.308,5268
6851910,19.457,5352
6851927,25.714,5252
6851944,7.805,4517
6852071,19.767,5529
6852153,14.966,4957
6852201,4.915,5819
6852279,31.24,4420
6852489,8.732,5698
6852587,11.872,5437
6853007,8.926,5604
6853020,5.005,6225
6853110,3.123,6417
6853151,10.658,4556
6853248,23.552,5379
6853356,25.096,4757
6853480,30.251,4739
6853715,20.647,5824
6853936,7.309,5536
6854373,30.358,4792
6854503,15.147,4475
6854528,14.991,5849
6859348,23.836,5308
6859409,12.871,5577
6859453,17.215,5757
6859619,9.33,6445
6859806,5.175,5052
6859919,37.869,5542
6860244,11.322,5859
6860272,39.263,4652
6860896,42.688,5447
6861326,37.24,4763
6861416,19.48,5852
6861478,23.555,4992
6862174,13.522,4581
6862386,14.355,6093
6862395,25.849,5500
6862841,17.918,4829
6862999,17.838,5716
6863041,27.637,5406
6863063,35.728,5367
6863276,13.263,5428
6863338,14.573,6002
6863390,14.544,5220
6863574,2.789,6290
6863598,23.983,4910
6863602,23.877,5370
6863607,5.691,6271
6863880,19.069,5457
6863987,1.514,4725
6864069,11.626,5228
6864181,12.171,5648
6864604,8.18,5185
6864624,17.896,5464
6864625,12.614,5127
6864830,15.379,5225
6865136,30.194,5327
6865151,30.252,5316
6865180,36.947,4726
6865416,3.302,5222
6865484,10.536,5688
6865518,13.234,6349
6865780,19.46,5087
6865828,14.925,5891
6865966,6.364,6115
6866122,3.607,5591
6866144,20.696,4944
6866242,4.924,6062
6866268,4.538,6320
6866342,34.824,4438
6866602,17.801,5799
6866916,8.74,5943
6867005,1.818,6449
6867026,26.093,5531
6867144,30.048,5085
6867232,15.029,5777
6867420,20.853,5292
6867535,35.877,5250
6867551,27.635,5288
6867593,18.735,5394
6867627,27.481,4886
6867645,24.122,5052
6867704,7.286,5457
6867725,30.499,5070
6868860,21.155,5043
6868871,36.791,4753
6869038,15.176,5540
6869185,18.748,5809
6869776,25.269,5324
6869823,17.182,5645
6870010,5.511,5806
6870033,7.823,5339
6870042,24.82,5310
6870149,17.944,5571
6870327,1.026,5393
6870369,6.508,5712
6870444,13.791,5156
6870449,20.944,5516
6870503,22.352,5648
6870760,7.622,5210
6870866,8.911,5341
6870888,16.356,5598
6870946,4.286,6255
6870964,17.849,5195
6871027,8.248,5416
6871117,27.617,5165
6871224,4.512,4477
6871235,22.549,5599
6871280,10.562,5689
6871394,12.497,5208
6871612,6.734,5525
6871713,27.084,4803
6871865,21.204,5700
6871887,13.929,5460
6875207,22.308,4730
6875287,8.584,5165
6875322,1.217,6033
6875333,10.059,5333
6875394,14.131,5926
6875640,18.589,5216
6875646,26.711,5267
6875846,12.021,5577
6875906,20.385,5465
6875992,23.213,5289
6876199,30.818,5303
6876367,14.31,5026
6876401,23.305,5555
6876473,25.304,5202
6876614,23.586,5158
6876635,10.757,5350
6876668,5.575,5986
6876671,29.619,4729
6876709,6.801,6053
6876878,8.959,6216
6876921,12.808,5045
6877250,2.418,6218
6877266,14.515,6141
6877404,2.097,5917
6877490,11.486,5520
6877765,10.037,6172
6877871,0.542,6286
6878185,8.981,5744
6878203,7.204,5568
6878207,26.407,5227
6878459,9.124,6091
6878514,11.572,5653
6878647,24.761,5398
6878763,18.608,5542
6878798,18.847,5671
6878913,11.407,5770
6879198,12.45,5550
6879625,30.091,5143
6879718,20.252,5559
6879770,17.716,4766
6879836,13.193,6013
6879914,7.563,5926
6880124,23.102,5564
6880179,4.944,5646
6880288,14.993,5050
6880336,6.098,5111
6880641,11.375,5579
6880862,9.706,5342
6880906,3.917,5420
6880959,6.95,5647
6881330,12.387,5913
6887030,7.089,5351
6887854,0.255,6245
6888020,14.205,5264
6888300,8.6,5171
6888613,10.624,5438
6888625,7.723,5159
6888641,17.928,5493
6888992,22.925,4958
6889274,2.843,6067
6889460,19.914,5473
6889467,39.182,5862
6889649,23.819,5543
6890132,6.33,5950
6890293,31.25,5382
6890727,16.688,5534
6890846,37.865,4658
6891124,3.33,5999
6891160,6.569,6008
6891253,2.229,6079
6922059,10.936,5832
6922170,23.325,5456
6922301,15.258,5654
6922375,24.187,4814
6922461,29.455,5282
6922486,20.265,5598
6922550,7.197,5370
6922583,16.639,5769
6922774,29.046,5024
6922821,9.937,5344
6922860,23.437,5429
6923535,10.058,5030
6923582,49.328,5387
6923739,17.379,5647
6923749,11.937,5436
6924050,1.283,4584
6924320,4.254,5317
6924881,27.153,5571
6924911,20.138,5420
6925119,19.947,5276
6925135,16.098,4636
6927361,25.283,5576
6927556,9.657,5850
6927711,24.86,5318
6927845,24.429,5019
6928582,27.367,4848
6928897,23.361,5773
6929160,30.477,4810
6929217,20.759,5677
6929334,17.119,5533
6929580,12.076,5876
6929583,3.09,5320
6929718,31.421,5152
6932095,1.62,6452
6932118,21.179,4739
6932164,22.631,5500
6932209,31.925,4766
6932281,36.223,4836
6932477,40.561,4591
6932503,8.96,6072
6932515,11.617,5531
6932576,5.982,6376
6932624,21.413,5100
6932641,10.618,6075
6933146,33.317,5139
6933305,29.373,5472
6933317,26.577,5511
6933492,30.302,4473
6933526,9.921,5243
6933968,32.806,4825
6934062,23.008,5604
6934317,2.538,5387
6934362,12.231,5708
6934412,33.578,4913
6934521,7.638,5956
6934526,7.613,5952
6934677,29.277,4899
6934779,22.712,5649
6935009,24.093,5695
6935062,4.078,6495
6935617,9.58,6090
6935821,15.756,5447
6936115,0.531,6458
6936442,26.648,5055
6936906,56.429,5386
6936992,35.83,5177
6937073,17.365,5140
6937118,12.623,4822
6937199,4.848,5816
6937647,22.262,5883
6938023,16.037,5935
6938132,9.88,5989
6938365,48.132,5327
6938373,14.455,5305
6938635,6.332,5950
6938756,4.84,5813
6939025,4.097,6126
6939026,23.327,4537
6939047,35.06,4995
6939305,1.698,6395
6939527,6.889,6194
6939538,18.165,6130
6939552,10.429,4769
6939715,25.783,4672
6939837,6.364,5923
6939874,33.003,5150
6939913,12.661,5770
6940255,9.827,5553
6940386,19.627,4890
6940497,25.948,5602
6940652,12.529,4722
6940818,20.841,5539
6945017,24.749,5285
6945219,15.795,5354
6945246,41.372,5547
6945320,26.123,5568
6945362,0.574,6446
6945529,19.381,5666
6945578,7.266,5345
6945591,18.584,4689
6945652,11.976,5520
6945655,17.958,5136
6945890,20.443,5666
6946573,6.438,6018
6946700,41.817,4714
6946819,7.706,5922
6946839,31.68,4518
6946871,2.203,6490
6946895,4.358,6051
6947015,23.672,5668
6947058,9.673,5741
6947065,16.684,4688
6947095,29.948,4958
6947099,11.356,5468
6947198,27.615,5273
6947712,23.485,5405
6947848,17.904,6096
6948662,23.267,4775
6948977,24.69,5770
6949035,20.583,5537
6949198,15.053,5714
6949383,15.684,5864
6949494,2.498,5459
6949512,4.337,5281
6949872,14.914,5017
6950167,24.653,5563
6950283,21.896,5473
6950597,10.785,5523
6950934,10.877,5274
6950960,5.076,5450
6951365,31.989,5284
6951370,22.084,5515
6951397,11.151,5456
6951424,13.715,5305
6951461,10.004,5218
6951568,30.932,4721
6951641,26.797,5113
6951668,8.749,5150
6951696,18.789,5908
6951763,31.478,5068
6951806,22.742,5581
6951851,7.038,5273
6952205,2.274,6477
6952489,6.155,5413
6952581,2.372,5172
6952649,24.471,4683
6952775,7.792,5609
6952838,8.774,5989
6952971,25.315,6259
6952979,25.286,5545
6953033,28.282,4850
6953188,30.301,5393
6953213,27.361,4800
6953494,26.874,4828
6953747,2.34,6039
6953955,38.507,4807
6954835,29.12,4792
6954837,22.954,5223
6954861,10.146,5742
6955009,17.911,4733
6955132,7.463,5566
6955353,10.729,4412
6955397,1.499,6493
6955459,14.173,5767
6955481,19.606,5689
6955484,26.057,5484
6955916,16.496,5025
6956092,7.967,5912
6956104,4.059,6259
6956162,10.233,5532
6956226,16.408,5270
6956255,11.003,5515
6956283,14.112,5374
6956357,20.897,5609
6956396,12.18,5662
6956650,13.328,5980
6956886,13.333,6044
6957021,9.973,5770
6960111,51.787,5629
6960242,24.934,5336
6960252,19.68,5384
6960268,28.667,4824
6960292,14.935,5723
6960581,17.644,5684
6960977,3.378,5940
6961140,4.207,5843
6961285,0.449,5564
6961299,51.865,5184
6961315,2.34,5669
6961406,20.814,5980
6961441,12.041,5586
6961499,17.342,5260
6961782,4.383,6335
6962308,2.273,5647
6962329,16.146,5317
6962380,3.033,6091
6962536,9.341,4975
6962668,2.317,6485
6962752,2.658,6213
6962786,15.212,5355
6962901,0.981,5378
6963161,24.553,5232
6963238,6.497,5854
6963449,28.564,5098
6963687,3.915,6065
6963815,10.145,4466
6963869,18.679,4840
6963988,15.608,5678
6964067,10.155,4781
6964206,37.456,4859
6964210,16.696,5878
6964343,21.909,5537
6964594,7.773,5772
6964817,0.203,5737
6965030,5.974,5742
6965032,7.836,5896
6965055,6.404,6024
6965426,6.452,5278
6965761,23.613,4874
6966093,15.367,5211
6966132,8.96,5524
6966212,10.34,5527
6966527,5.926,5841
6966557,10.823,5830
6966566,25.066,5034
6966817,3.795,5740
6967075,23.22,5343
6967103,11.249,5070
6974205,21.195,4895
6974809,9.806,5331
6974825,3.045,5806
6974999,21.241,5668
6975013,4.992,5857
6975143,18.307,5677
6975380,12.883,5712
6975958,6.761,5767
6976008,19.541,5646
6976397,9.939,5174
6976424,34.044,4787
6976560,10.84,5725
6976666,18.992,4420
7007099,7.966,5437
7007174,2.416,5806
7007244,11.576,6003
7007666,21.821,5465
7007715,32.182,5518
7008064,33.256,5096
7008244,18.511,5132
7008602,16.9,4548
7008892,14.488,5304
7009168,23.524,4767
7009207,33.913,5131
7009210,8.56,5627
7009548,3.125,6089
7009601,10.219,4932
7009632,22.215,5705
7010386,11.384,4643
7013064,12.628,6249
7013200,27.78,5143
7013398,22.122,4665
7013575,23.758,4753
7013818,14.949,5328
7013975,6.566,5218
7014119,23.475,5525
7014223,27.524,4924
7014502,13.726,4946
7014525,25.326,4613
7014552,27.863,5179
7014579,32.879,4989
7016864,18.655,4832
7017021,14.262,4945
7017065,8.567,6045
7017186,15.771,5660
7017239,13.315,4460
7017241,8.228,4989
7017276,9.818,6375
7017604,6.622,4807
7017609,11.313,5966
7017800,13.038,4917
7017862,2.053,5789
7018057,12.956,5324
7018095,30.331,5287
7018131,10.655,4902
7018277,1.582,5052
7018370,9.974,5961
7018437,17.332,4899
7018452,23.329,4842
7018509,22.867,5738
7018521,10.841,5324
7018621,21.506,5536
7018689,22.328,5187
7018802,22.373,5479
7019127,33.235,5067
7019309,24.576,4445
7019407,31.546,4860
7019520,21.606,4751
7019792,21.769,5553
7019948,21.815,5045
7019978,26.757,5494
7019984,13.771,4456
7020128,9.8,5044
7020168,39.938,5339
7020182,0.551,5285
7020402,15.427,4434
7020719,0.934,6459
7020726,23.974,5543
7020854,35.904,5245
7020881,24.612,5586
7021131,0.626,5473
7021689,1.101,5307
7021705,32.234,4509
7022089,9.012,5886
7022090,18.797,5058
7022114,33.274,4766
7022229,12.048,5410
7022345,27.34,5035
7022561,13.91,5377
7022757,19.289,5289
7022813,17.318,5908
7022889,13.003,5077
7022958,6.243,5935
7023070,21.483,4966
7023110,0.542,5089
7023124,16.111,5335
7023135,12.558,4653
7023219,27.378,5489
7023246,6.298,6171
7023269,10.269,6076
7023432,14.788,6062
7023440,32.827,4957
7024108,7.353,5119
7024249,40.466,4950
7024500,7.878,5271
7024569,20.425,5317
7024674,25.674,4912
7024901,9.261,5060
7025075,15.294,5592
7025479,11.878,5409
7026127,13.753,5632
7026412,4.138,6231
7030610,2.852,6274
7031066,18.712,4941
7031340,49.944,5286
7031341,21.137,5693
7031343,3.972,5080
7031402,3.219,6074
7031477,28.199,5291
7031565,2.685,4837
7031638,8.911,6088
7031781,28.547,5158
7031898,11.789,6054
7032117,23.409,4849
7032174,12.384,5861
7032218,16.091,5855
7032727,7.983,5195
7033033,10.856,6217
7033041,20.893,5495
7033055,20.24,5940
7033063,15.62,5796
7033239,19.066,5231
7033421,10.023,6051
7033500,17.066,4908
7033756,13.884,5353
7033936,23.856,5279
7033997,16.536,5587
7034033,5.469,5743
7034341,16.877,5872
7034441,5.087,5723
7034555,11.751,5268
7034773,46.008,4867
7034778,15.893,5541
7034960,9.832,5642
7035183,17.038,5849
7035274,1.78,6295
7035681,13.003,5555
7035766,36.607,4845
7035844,12.81,5798
7035860,25.593,5557
7035911,12.887,5733
7035942,8.584,5212
7036086,26.953,5266
7036209,38.611,4531
7036256,20.873,5724
7036334,27.257,5006
7036401,19.671,5653
7036714,19.549,5221
7036952,19.05,5613
7037037,19.526,5629
7037042,1.863,6225
7037130,26.304,5455
7037146,11.241,5813
7037175,14.491,5158
7037362,20.139,4814
7037605,3.913,6276
7037739,19.746,5598
7037766,26.842,5626
7037767,2.445,5930
7037804,24.431,5498
7038138,34.952,4618
7038396,4.612,5749
7038460,10.77,5512
7038675,26.033,5667
7039052,8.683,5947
7039125,11.535,5900
7039421,0.827,5087
7039612,15.964,5017
7039635,6.246,5791
7039671,21.051,5415
7040906,25.149,5085
7041309,12.725,4883
7041512,3.717,6229
7041554,29.189,4907
7041618,28.495,5089
7041815,9.197,6077
7041882,13.353,5640
7041927,15.638,5420
7041950,6.701,5947
7042093,0.202,5015
7044734,11.195,5340
7044891,26.553,5463
7044932,5.212,6107
7044961,11.854,4598
7044966,36.607,4831
7045042,3.057,6492
7045142,11.721,6034
7045280,1.023,6399
7045361,17.358,5486
7045365,20.158,5741
7045808,22.454,5520
7046116,8.354,6154
7046148,2.219,6411
7046300,24.954,4483
7046966,17.943,5581
7047251,2.316,6204
7047455,16.713,5338
7047754,26.17,4780
7047979,22.13,4843
7048365,10.288,5028
7048415,33.291,4996
7048799,25.05,5145
7048912,15.494,5292
7049035,3.376,4757
7049056,4.695,6236
7049195,8.423,5214
7049247,31.11,4805
7049294,19.747,5128
7049642,18.936,5750
7049790,19.865,5003
7049861,26.951,5209
7049894,3.364,5958
7050128,1.517,6155
7050682,32.302,5463
7050733,28.76,5129
7050754,0.693,6089
7050820,34.196,4950
7051138,3.983,6153
7051477,10.215,5752
7051480,1.852,6229
7051673,14.733,5797
7051706,24.928,5384
7052306,5.048,5663
7052321,5.023,5669
7053111,15.953,4430
7053151,20.059,5028
7053209,23.135,4505
7053442,14.588,6000
7053722,18.609,5493
7060001,1.075,6259
7060028,2.175,5885
7060301,12.463,5444
7060864,14.467,5819
7090348,17.998,5497
7090515,32.413,5025
7090649,8.202,5137
7090654,2.002,5967
7090710,12.787,5491
7091554,18.877,5452
7091606,19.176,5107
7091848,9.211,5147
7092405,16.214,5270
7092721,21.147,4737
7093228,28.066,5083
7093428,0.509,6057
7093430,16.767,5204
7093456,13.31,6097
7093547,27.618,5101
7093589,14.694,5497
7093908,7.913,5518
7094821,4.333,6336
7094920,10.126,4886
7095032,16.099,4888
7095058,9.191,4920
7095060,7.488,5884
7097201,9.822,5683
7097328,38.487,4511
7097873,7.159,5667
7098363,16.01,5865
7100622,12.499,5311
7100632,26.542,4519
7100708,2.808,6153
7100892,24.146,5146
7100959,19.446,5939
7101067,13.987,6184
7101116,5.919,5064
7101426,14.203,4799
7101432,10.686,5882
7101552,22.492,4943
7101648,27.811,4870
7101726,4.123,5535
7101732,24.503,4878
7101763,22.225,5305
7101816,8.927,5573
7101818,17.607,4978
7101830,5.321,6003
7101855,2.656,6367
7101926,43.677,5134
7101990,33.317,4431
7102087,6.252,5793
7102122,20.948,5214
7102217,38.695,5563
7102272,18.711,4802
7102607,17.246,5486
7102661,18.802,4529
7102876,10.932,5952
7103006,4.733,6203
7103084,33.787,4825
7103401,11.242,4766
7103794,20.185,4476
7104140,21.739,5540
7104190,25.088,5558
7104250,15.33,5687
7104378,1.909,5590
7104452,3.178,6329
7104517,18.723,4913
7104724,11.56,5872
7104854,10.797,5343
7105391,25.532,5567
7105442,17.725,5680
7105518,19.64,5358
7105665,25.467,4955
7105676,23.195,5239
7105703,32.105,5204
7105818,5.999,6253
7105891,10.44,5290
7105969,19.062,5344
7106324,25.037,6010
7106335,25.411,5529
7106453,27.432,4598
7106467,6.592,5755
7106802,28.495,5309
7106833,11.514,6090
7106964,13.465,5359
7107311,2.936,5843
7107393,20.628,5623
7107642,13.521,5137
7107707,25.737,5200
7107762,0.543,4967
7108078,8.96,6181
7108339,11.4,4914
7108428,25.633,5460
7108547,24.728,5390
7108658,9.188,5303
7108863,12.319,5841
7108942,6.181,6395
7109024,6.263,6225
7109052,10.573,5902
7109265,12.619,4532
7109436,11.638,5980
7109975,9.247,5552
7110037,4.607,6352
7110188,22.945,5438
7110195,10.34,5117
7110380,7.644,6139
7110529,30.292,5297
7110600,9.602,5178
7115200,27.851,5929
7115228,0.582,6295
7115597,6.667,5607
7115733,18.655,4648
7116024,7.894,5868
7116043,14.824,5361
7116046,32.806,5231
7116137,6.228,6400
7116236,38.48,5482
7116382,18.12,5376
7116561,23.31,5238
7116632,9.462,5620
7116851,8.648,4857
7116859,8.669,5528
7117075,4.22,6444
7117330,24.871,5536
7117348,11.969,5481
7117367,10.051,5851
7117378,6.799,6302
7117444,16.543,5818
7117492,15.567,4924
7117513,4.884,5797
7117532,5.082,5776
7117710,28.25,5268
7117740,22.14,5658
7117918,29.264,4720
7118047,23.637,5239
7118070,7.387,6128
7118124,59.37,5004
7118463,12.826,5403
7118515,14.602,6080
7118558,12.186,4917
7118665,2.678,5974
7118825,19.946,5488
7119007,20.381,5578
7119024,28.325,4764
7119078,8.377,5211
7119231,14.445,5760
7119359,17.718,5970
7119412,41.685,4634
7119629,21.604,5238
7119648,10.078,4429
7119706,16.271,4600
7119816,21.454,4892
7119872,16.457,5544
7119971,29.635,4702
7120041,17.899,5657
7120159,7.806,5946
7120184,26.346,5572
7120309,20.302,5090
7120312,10.196,5948
7120347,21.742,5521
7120426,13.088,5947
7120433,14.498,4545
7121057,15.354,5029
7121280,19.79,5819
7121323,23.072,5021
7121359,20.627,5209
7121664,32.965,5270
7121724,30.308,4972
7121991,9.076,4771
7122150,41.261,4767
7122271,13.956,5770
7122480,10.06,6186
7122504,14.458,5434
7122598,4.229,6436
7122635,29.043,5688
7122770,16.796,6014
7122834,21.185,5302
7122839,5.847,6043
7122963,3.248,6339
7123036,22.213,5132
7123082,5.46,5975
7123092,7.671,5168
7123115,8.012,5622
7123119,19.269,5503
7123139,9.494,5785
7123708,10.207,5857
7123746,6.433,5231
7123751,19.34,5656
7123950,19.177,5693
7124012,10.576,5401
7124119,10.277,4856
7124489,17.013,5831
7124586,15.341,4896
7124624,30.933,5117
7125585,21.173,5583
7125794,6.177,6386
7125853,17.54,5407
7125963,5.387,6234
7128666,2.904,6245
7128882,12.597,5870
7129058,18.637,5291
7129171,26.492,5493
7129354,23.064,5161
7129524,3.75,6378
7129531,14.94,5963
7129537,12.376,4983
7129635,12.31,6423
7129680,30.517,4547
7129959,3.197,6092
7129992,11.96,5711
7129999,12.531,5696
7130318,16.098,5656
7130322,23.781,5547
7130464,17.613,5317
7130516,15.909,5490
7130851,8.654,5306
7130965,33.001,4662
7130968,24.735,5493
7131029,21.827,5485
7131244,20.52,5680
7131337,12.903,5619
