kic,prot,teff
5546464,28.291,4333
5547013,19.32,3722
5547424,31.187,4158
5551885,24.347,4113
5554382,35.13,4325
5556425,12.424,4335
5556760,11.464,4112
5557290,20.445,4181
5559671,7.635,4250
5560934,13.332,4252
5562069,47.769,3620
5562796,24.042,4003
5563059,21.653,4214
5564492,24.523,3944
5565387,29.454,4204
5565429,21.876,4286
5566412,27.481,4351
5566839,21.558,4154
5567165,34.28,3733
5567231,38.366,4340
5596422,35.269,3751
5597401,1.618,4288
5597604,35.259,3740
5598145,23.907,4086
5598500,29.986,4157
5599675,13.113,3889
5599683,12.913,4317
5600992,36.975,3732
5602310,48.152,3221
5603295,30.62,4334
5603441,20.693,4185
5603484,38.43,3288
5607395,6.108,3833
5607833,29.982,4341
5608002,6.189,3218
5608021,37.733,3509
5608384,0.367,4307
5608710,41.43,4353
5609774,14.888,4211
5611092,14.927,3894
5611481,35.829,4212
5612776,23.07,3675
5613039,16.241,4174
5614968,35.494,4228
5616280,18.332,3743
5616494,28.693,3778
5617716,26.867,4403
5620587,22.909,3905
5621528,16.058,3543
5622640,25.853,4297
5623254,32.918,4181
5629017,36.695,4039
5630544,41.651,4340
5632110,1.416,3953
5632288,16.048,4197
5632313,18.581,3792
5632529,28.271,4268
5633179,11.202,4360
5636734,40.689,3852
5638632,40.402,4182
5641513,29.132,4206
5645052,51.11,3367
5646300,0.382,4247
5647432,22.797,4387
5648400,6.805,4312
5648509,17.943,3587
5649085,31.977,3237
5649757,20.197,4362
5651496,26.781,4173
5652411,9.601,4332
5653884,28.624,4296
5653964,30.807,4260
