method,best_estimator,cv_mae,subset,N,MAE,RMSE,MedianAbsErr,Bias,MedianBias,Frac(<10%),Frac(<20%),Corr
Hybrid-CNNFusion,RandomForestRegressor,1.5186094322769903,val,90,1.757697812809958,2.9187955147836835,0.711341616712005,-0.2978608583117927,-0.028799299332611605,0.6333333333333333,0.8777777777777778,0.9606054403771971
